"DATE","TIME PERIOD","NEW CISS - Composite Indicator of Systemic Stress. (CISS.D.US.Z0Z.4F.EC.SS_CIN.IDX)"
"2016-03-16","16 Mar 2016","0.1636"
"2016-03-17","17 Mar 2016","0.1786"
"2016-03-18","18 Mar 2016","0.1593"
"2016-03-21","21 Mar 2016","0.1382"
"2016-03-22","22 Mar 2016","0.1229"
"2016-03-23","23 Mar 2016","0.1167"
"2016-03-24","24 Mar 2016","0.1042"
"2016-03-25","25 Mar 2016","0.0892"
"2016-03-28","28 Mar 2016","0.0800"
"2016-03-29","29 Mar 2016","0.0652"
"2016-03-30","30 Mar 2016","0.0657"
"2016-03-31","31 Mar 2016","0.0607"
"2016-04-01","01 Apr 2016","0.0537"
"2016-04-04","04 Apr 2016","0.0509"
"2016-04-05","05 Apr 2016","0.0493"
"2016-04-06","06 Apr 2016","0.0386"
"2016-04-07","07 Apr 2016","0.0531"
"2016-04-08","08 Apr 2016","0.0537"
"2016-04-11","11 Apr 2016","0.0545"
"2016-04-12","12 Apr 2016","0.0545"
"2016-04-13","13 Apr 2016","0.0547"
"2016-04-14","14 Apr 2016","0.0488"
"2016-04-15","15 Apr 2016","0.0459"
"2016-04-18","18 Apr 2016","0.0381"
"2016-04-19","19 Apr 2016","0.0383"
"2016-04-20","20 Apr 2016","0.0329"
"2016-04-21","21 Apr 2016","0.0320"
"2016-04-22","22 Apr 2016","0.0394"
"2016-04-25","25 Apr 2016","0.0389"
"2016-04-26","26 Apr 2016","0.0344"
"2016-04-27","27 Apr 2016","0.0259"
"2016-04-28","28 Apr 2016","0.0274"
"2016-04-29","29 Apr 2016","0.0252"
"2016-05-02","02 May 2016","0.0230"
"2016-05-03","03 May 2016","0.0283"
"2016-05-04","04 May 2016","0.0355"
"2016-05-05","05 May 2016","0.0375"
"2016-05-06","06 May 2016","0.0323"
"2016-05-09","09 May 2016","0.0362"
"2016-05-10","10 May 2016","0.0288"
"2016-05-11","11 May 2016","0.0366"
"2016-05-12","12 May 2016","0.0383"
"2016-05-13","13 May 2016","0.0435"
"2016-05-16","16 May 2016","0.0384"
"2016-05-17","17 May 2016","0.0411"
"2016-05-18","18 May 2016","0.0456"
"2016-05-19","19 May 2016","0.0580"
"2016-05-20","20 May 2016","0.0610"
"2016-05-23","23 May 2016","0.0653"
"2016-05-24","24 May 2016","0.0551"
"2016-05-25","25 May 2016","0.0442"
"2016-05-26","26 May 2016","0.0380"
"2016-05-27","27 May 2016","0.0361"
"2016-05-30","30 May 2016","0.0350"
"2016-05-31","31 May 2016","0.0348"
"2016-06-01","01 Jun 2016","0.0309"
"2016-06-02","02 Jun 2016","0.0264"
"2016-06-03","03 Jun 2016","0.0296"
"2016-06-06","06 Jun 2016","0.0300"
"2016-06-07","07 Jun 2016","0.0281"
"2016-06-08","08 Jun 2016","0.0242"
"2016-06-09","09 Jun 2016","0.0281"
"2016-06-10","10 Jun 2016","0.0226"
"2016-06-13","13 Jun 2016","0.0229"
"2016-06-14","14 Jun 2016","0.0257"
"2016-06-15","15 Jun 2016","0.0250"
"2016-06-16","16 Jun 2016","0.0328"
"2016-06-17","17 Jun 2016","0.0319"
"2016-06-20","20 Jun 2016","0.0313"
"2016-06-21","21 Jun 2016","0.0326"
"2016-06-22","22 Jun 2016","0.0333"
"2016-06-23","23 Jun 2016","0.0264"
"2016-06-24","24 Jun 2016","0.0838"
"2016-06-27","27 Jun 2016","0.1362"
"2016-06-28","28 Jun 2016","0.1664"
"2016-06-29","29 Jun 2016","0.1767"
"2016-06-30","30 Jun 2016","0.1788"
"2016-07-01","01 Jul 2016","0.1777"
"2016-07-04","04 Jul 2016","0.1687"
"2016-07-05","05 Jul 2016","0.1686"
"2016-07-06","06 Jul 2016","0.1569"
"2016-07-07","07 Jul 2016","0.1443"
"2016-07-08","08 Jul 2016","0.1378"
"2016-07-11","11 Jul 2016","0.1343"
"2016-07-12","12 Jul 2016","0.1302"
"2016-07-13","13 Jul 2016","0.1213"
"2016-07-14","14 Jul 2016","0.1101"
"2016-07-15","15 Jul 2016","0.0940"
"2016-07-18","18 Jul 2016","0.0820"
"2016-07-19","19 Jul 2016","0.0665"
"2016-07-20","20 Jul 2016","0.0580"
"2016-07-21","21 Jul 2016","0.0464"
"2016-07-22","22 Jul 2016","0.0395"
"2016-07-25","25 Jul 2016","0.0294"
"2016-07-26","26 Jul 2016","0.0208"
"2016-07-27","27 Jul 2016","0.0165"
"2016-07-28","28 Jul 2016","0.0114"
"2016-07-29","29 Jul 2016","0.0128"
"2016-08-01","01 Aug 2016","0.0107"
"2016-08-02","02 Aug 2016","0.0105"
"2016-08-03","03 Aug 2016","0.0091"
"2016-08-04","04 Aug 2016","0.0083"
"2016-08-05","05 Aug 2016","0.0087"
"2016-08-08","08 Aug 2016","0.0094"
"2016-08-09","09 Aug 2016","0.0090"
"2016-08-10","10 Aug 2016","0.0086"
"2016-08-11","11 Aug 2016","0.0088"
"2016-08-12","12 Aug 2016","0.0087"
"2016-08-15","15 Aug 2016","0.0094"
"2016-08-16","16 Aug 2016","0.0068"
"2016-08-17","17 Aug 2016","0.0074"
"2016-08-18","18 Aug 2016","0.0076"
"2016-08-19","19 Aug 2016","0.0076"
"2016-08-22","22 Aug 2016","0.0069"
"2016-08-23","23 Aug 2016","0.0071"
"2016-08-24","24 Aug 2016","0.0043"
"2016-08-25","25 Aug 2016","0.0046"
"2016-08-26","26 Aug 2016","0.0053"
"2016-08-29","29 Aug 2016","0.0033"
"2016-08-30","30 Aug 2016","0.0045"
"2016-08-31","31 Aug 2016","0.0046"
"2016-09-01","01 Sep 2016","0.0039"
"2016-09-02","02 Sep 2016","0.0050"
"2016-09-05","05 Sep 2016","0.0051"
"2016-09-06","06 Sep 2016","0.0062"
"2016-09-07","07 Sep 2016","0.0060"
"2016-09-08","08 Sep 2016","0.0030"
"2016-09-09","09 Sep 2016","0.0071"
"2016-09-12","12 Sep 2016","0.0056"
"2016-09-13","13 Sep 2016","0.0117"
"2016-09-14","14 Sep 2016","0.0123"
"2016-09-15","15 Sep 2016","0.0110"
"2016-09-16","16 Sep 2016","0.0102"
"2016-09-19","19 Sep 2016","0.0081"
"2016-09-20","20 Sep 2016","0.0067"
"2016-09-21","21 Sep 2016","0.0073"
"2016-09-22","22 Sep 2016","0.0081"
"2016-09-23","23 Sep 2016","0.0084"
"2016-09-26","26 Sep 2016","0.0086"
"2016-09-27","27 Sep 2016","0.0072"
"2016-09-28","28 Sep 2016","0.0068"
"2016-09-29","29 Sep 2016","0.0077"
"2016-09-30","30 Sep 2016","0.0076"
"2016-10-03","03 Oct 2016","0.0068"
"2016-10-04","04 Oct 2016","0.0070"
"2016-10-05","05 Oct 2016","0.0059"
"2016-10-06","06 Oct 2016","0.0049"
"2016-10-07","07 Oct 2016","0.0032"
"2016-10-10","10 Oct 2016","0.0023"
"2016-10-11","11 Oct 2016","0.0078"
"2016-10-12","12 Oct 2016","0.0055"
"2016-10-13","13 Oct 2016","0.0056"
"2016-10-14","14 Oct 2016","0.0044"
"2016-10-17","17 Oct 2016","0.0045"
"2016-10-18","18 Oct 2016","0.0036"
"2016-10-19","19 Oct 2016","0.0032"
"2016-10-20","20 Oct 2016","0.0023"
"2016-10-21","21 Oct 2016","0.0017"
"2016-10-24","24 Oct 2016","0.0014"
"2016-10-25","25 Oct 2016","0.0014"
"2016-10-26","26 Oct 2016","0.0014"
"2016-10-27","27 Oct 2016","0.0023"
"2016-10-28","28 Oct 2016","0.0022"
"2016-10-31","31 Oct 2016","0.0018"
"2016-11-01","01 Nov 2016","0.0014"
"2016-11-02","02 Nov 2016","0.0029"
"2016-11-03","03 Nov 2016","0.0025"
"2016-11-04","04 Nov 2016","0.0021"
"2016-11-07","07 Nov 2016","0.0093"
"2016-11-08","08 Nov 2016","0.0060"
"2016-11-09","09 Nov 2016","0.0181"
"2016-11-10","10 Nov 2016","0.0245"
"2016-11-11","11 Nov 2016","0.0226"
"2016-11-14","14 Nov 2016","0.0392"
"2016-11-15","15 Nov 2016","0.0423"
"2016-11-16","16 Nov 2016","0.0367"
"2016-11-17","17 Nov 2016","0.0387"
"2016-11-18","18 Nov 2016","0.0420"
"2016-11-21","21 Nov 2016","0.0424"
"2016-11-22","22 Nov 2016","0.0381"
"2016-11-23","23 Nov 2016","0.0382"
"2016-11-24","24 Nov 2016","0.0320"
"2016-11-25","25 Nov 2016","0.0263"
"2016-11-28","28 Nov 2016","0.0239"
"2016-11-29","29 Nov 2016","0.0188"
"2016-11-30","30 Nov 2016","0.0171"
"2016-12-01","01 Dec 2016","0.0144"
"2016-12-02","02 Dec 2016","0.0115"
"2016-12-05","05 Dec 2016","0.0126"
"2016-12-06","06 Dec 2016","0.0104"
"2016-12-07","07 Dec 2016","0.0118"
"2016-12-08","08 Dec 2016","0.0132"
"2016-12-09","09 Dec 2016","0.0170"
"2016-12-12","12 Dec 2016","0.0139"
"2016-12-13","13 Dec 2016","0.0124"
"2016-12-14","14 Dec 2016","0.0096"
"2016-12-15","15 Dec 2016","0.0195"
"2016-12-16","16 Dec 2016","0.0187"
"2016-12-19","19 Dec 2016","0.0189"
"2016-12-20","20 Dec 2016","0.0196"
"2016-12-21","21 Dec 2016","0.0162"
"2016-12-22","22 Dec 2016","0.0136"
"2016-12-23","23 Dec 2016","0.0124"
"2016-12-26","26 Dec 2016","0.0104"
"2016-12-27","27 Dec 2016","0.0092"
"2016-12-28","28 Dec 2016","0.0057"
"2016-12-29","29 Dec 2016","0.0053"
"2016-12-30","30 Dec 2016","0.0043"
"2017-01-02","02 Jan 2017","0.0033"
"2017-01-03","03 Jan 2017","0.0042"
"2017-01-04","04 Jan 2017","0.0046"
"2017-01-05","05 Jan 2017","0.0087"
"2017-01-06","06 Jan 2017","0.0117"
"2017-01-09","09 Jan 2017","0.0106"
"2017-01-10","10 Jan 2017","0.0103"
"2017-01-11","11 Jan 2017","0.0116"
"2017-01-12","12 Jan 2017","0.0130"
"2017-01-13","13 Jan 2017","0.0136"
"2017-01-16","16 Jan 2017","0.0123"
"2017-01-17","17 Jan 2017","0.0098"
"2017-01-18","18 Jan 2017","0.0116"
"2017-01-19","19 Jan 2017","0.0099"
"2017-01-20","20 Jan 2017","0.0100"
"2017-01-23","23 Jan 2017","0.0113"
"2017-01-24","24 Jan 2017","0.0124"
"2017-01-25","25 Jan 2017","0.0128"
"2017-01-26","26 Jan 2017","0.0127"
"2017-01-27","27 Jan 2017","0.0101"
"2017-01-30","30 Jan 2017","0.0068"
"2017-01-31","31 Jan 2017","0.0091"
"2017-02-01","01 Feb 2017","0.0083"
"2017-02-02","02 Feb 2017","0.0085"
"2017-02-03","03 Feb 2017","0.0065"
"2017-02-06","06 Feb 2017","0.0062"
"2017-02-07","07 Feb 2017","0.0064"
"2017-02-08","08 Feb 2017","0.0059"
"2017-02-09","09 Feb 2017","0.0056"
"2017-02-10","10 Feb 2017","0.0060"
"2017-02-13","13 Feb 2017","0.0044"
"2017-02-14","14 Feb 2017","0.0043"
"2017-02-15","15 Feb 2017","0.0043"
"2017-02-16","16 Feb 2017","0.0066"
"2017-02-17","17 Feb 2017","0.0063"
"2017-02-20","20 Feb 2017","0.0056"
"2017-02-21","21 Feb 2017","0.0066"
"2017-02-22","22 Feb 2017","0.0056"
"2017-02-23","23 Feb 2017","0.0054"
"2017-02-24","24 Feb 2017","0.0051"
"2017-02-27","27 Feb 2017","0.0051"
"2017-02-28","28 Feb 2017","0.0037"
"2017-03-01","01 Mar 2017","0.0086"
"2017-03-02","02 Mar 2017","0.0084"
"2017-03-03","03 Mar 2017","0.0064"
"2017-03-06","06 Mar 2017","0.0055"
"2017-03-07","07 Mar 2017","0.0035"
"2017-03-08","08 Mar 2017","0.0026"
"2017-03-09","09 Mar 2017","0.0022"
"2017-03-10","10 Mar 2017","0.0015"
"2017-03-13","13 Mar 2017","0.0017"
"2017-03-14","14 Mar 2017","0.0013"
"2017-03-15","15 Mar 2017","0.0020"
"2017-03-16","16 Mar 2017","0.0040"
"2017-03-17","17 Mar 2017","0.0043"
"2017-03-20","20 Mar 2017","0.0034"
"2017-03-21","21 Mar 2017","0.0076"
"2017-03-22","22 Mar 2017","0.0068"
"2017-03-23","23 Mar 2017","0.0053"
"2017-03-24","24 Mar 2017","0.0040"
"2017-03-27","27 Mar 2017","0.0039"
"2017-03-28","28 Mar 2017","0.0037"
"2017-03-29","29 Mar 2017","0.0036"
"2017-03-30","30 Mar 2017","0.0035"
"2017-03-31","31 Mar 2017","0.0031"
"2017-04-03","03 Apr 2017","0.0024"
"2017-04-04","04 Apr 2017","0.0017"
"2017-04-05","05 Apr 2017","0.0016"
"2017-04-06","06 Apr 2017","0.0017"
"2017-04-07","07 Apr 2017","0.0022"
"2017-04-10","10 Apr 2017","0.0024"
"2017-04-11","11 Apr 2017","0.0045"
"2017-04-12","12 Apr 2017","0.0043"
"2017-04-13","13 Apr 2017","0.0061"
"2017-04-14","14 Apr 2017","0.0047"
"2017-04-17","17 Apr 2017","0.0059"
"2017-04-18","18 Apr 2017","0.0074"
"2017-04-19","19 Apr 2017","0.0059"
"2017-04-20","20 Apr 2017","0.0062"
"2017-04-21","21 Apr 2017","0.0064"
"2017-04-24","24 Apr 2017","0.0105"
"2017-04-25","25 Apr 2017","0.0128"
"2017-04-26","26 Apr 2017","0.0090"
"2017-04-27","27 Apr 2017","0.0065"
"2017-04-28","28 Apr 2017","0.0053"
"2017-05-01","01 May 2017","0.0040"
"2017-05-02","02 May 2017","0.0024"
"2017-05-03","03 May 2017","0.0022"
"2017-05-04","04 May 2017","0.0020"
"2017-05-05","05 May 2017","0.0013"
"2017-05-08","08 May 2017","0.0015"
"2017-05-09","09 May 2017","0.0019"
"2017-05-10","10 May 2017","0.0015"
"2017-05-11","11 May 2017","0.0015"
"2017-05-12","12 May 2017","0.0023"
"2017-05-15","15 May 2017","0.0015"
"2017-05-16","16 May 2017","0.0027"
"2017-05-17","17 May 2017","0.0383"
"2017-05-18","18 May 2017","0.0296"
"2017-05-19","19 May 2017","0.0247"
"2017-05-22","22 May 2017","0.0187"
"2017-05-23","23 May 2017","0.0139"
"2017-05-24","24 May 2017","0.0101"
"2017-05-25","25 May 2017","0.0077"
"2017-05-26","26 May 2017","0.0063"
"2017-05-29","29 May 2017","0.0052"
"2017-05-30","30 May 2017","0.0049"
"2017-05-31","31 May 2017","0.0044"
"2017-06-01","01 Jun 2017","0.0052"
"2017-06-02","02 Jun 2017","0.0062"
"2017-06-05","05 Jun 2017","0.0049"
"2017-06-06","06 Jun 2017","0.0054"
"2017-06-07","07 Jun 2017","0.0069"
"2017-06-08","08 Jun 2017","0.0059"
"2017-06-09","09 Jun 2017","0.0087"
"2017-06-12","12 Jun 2017","0.0087"
"2017-06-13","13 Jun 2017","0.0059"
"2017-06-14","14 Jun 2017","0.0074"
"2017-06-15","15 Jun 2017","0.0115"
"2017-06-16","16 Jun 2017","0.0080"
"2017-06-19","19 Jun 2017","0.0063"
"2017-06-20","20 Jun 2017","0.0066"
"2017-06-21","21 Jun 2017","0.0050"
"2017-06-22","22 Jun 2017","0.0034"
"2017-06-23","23 Jun 2017","0.0022"
"2017-06-26","26 Jun 2017","0.0017"
"2017-06-27","27 Jun 2017","0.0068"
"2017-06-28","28 Jun 2017","0.0067"
"2017-06-29","29 Jun 2017","0.0094"
"2017-06-30","30 Jun 2017","0.0079"
"2017-07-03","03 Jul 2017","0.0111"
"2017-07-04","04 Jul 2017","0.0088"
"2017-07-05","05 Jul 2017","0.0076"
"2017-07-06","06 Jul 2017","0.0134"
"2017-07-07","07 Jul 2017","0.0108"
"2017-07-10","10 Jul 2017","0.0086"
"2017-07-11","11 Jul 2017","0.0078"
"2017-07-12","12 Jul 2017","0.0056"
"2017-07-13","13 Jul 2017","0.0040"
"2017-07-14","14 Jul 2017","0.0039"
"2017-07-17","17 Jul 2017","0.0022"
"2017-07-18","18 Jul 2017","0.0063"
"2017-07-19","19 Jul 2017","0.0038"
"2017-07-20","20 Jul 2017","0.0039"
"2017-07-21","21 Jul 2017","0.0032"
"2017-07-24","24 Jul 2017","0.0023"
"2017-07-25","25 Jul 2017","0.0038"
"2017-07-26","26 Jul 2017","0.0062"
"2017-07-27","27 Jul 2017","0.0067"
"2017-07-28","28 Jul 2017","0.0067"
"2017-07-31","31 Jul 2017","0.0061"
"2017-08-01","01 Aug 2017","0.0057"
"2017-08-02","02 Aug 2017","0.0058"
"2017-08-03","03 Aug 2017","0.0087"
"2017-08-04","04 Aug 2017","0.0096"
"2017-08-07","07 Aug 2017","0.0086"
"2017-08-08","08 Aug 2017","0.0078"
"2017-08-09","09 Aug 2017","0.0073"
"2017-08-10","10 Aug 2017","0.0224"
"2017-08-11","11 Aug 2017","0.0203"
"2017-08-14","14 Aug 2017","0.0215"
"2017-08-15","15 Aug 2017","0.0229"
"2017-08-16","16 Aug 2017","0.0201"
"2017-08-17","17 Aug 2017","0.0353"
"2017-08-18","18 Aug 2017","0.0272"
"2017-08-21","21 Aug 2017","0.0250"
"2017-08-22","22 Aug 2017","0.0248"
"2017-08-23","23 Aug 2017","0.0267"
"2017-08-24","24 Aug 2017","0.0231"
"2017-08-25","25 Aug 2017","0.0211"
"2017-08-28","28 Aug 2017","0.0219"
"2017-08-29","29 Aug 2017","0.0187"
"2017-08-30","30 Aug 2017","0.0212"
"2017-08-31","31 Aug 2017","0.0170"
"2017-09-01","01 Sep 2017","0.0138"
"2017-09-04","04 Sep 2017","0.0115"
"2017-09-05","05 Sep 2017","0.0196"
"2017-09-06","06 Sep 2017","0.0145"
"2017-09-07","07 Sep 2017","0.0162"
"2017-09-08","08 Sep 2017","0.0138"
"2017-09-11","11 Sep 2017","0.0185"
"2017-09-12","12 Sep 2017","0.0166"
"2017-09-13","13 Sep 2017","0.0130"
"2017-09-14","14 Sep 2017","0.0104"
"2017-09-15","15 Sep 2017","0.0084"
"2017-09-18","18 Sep 2017","0.0075"
"2017-09-19","19 Sep 2017","0.0066"
"2017-09-20","20 Sep 2017","0.0069"
"2017-09-21","21 Sep 2017","0.0072"
"2017-09-22","22 Sep 2017","0.0073"
"2017-09-25","25 Sep 2017","0.0096"
"2017-09-26","26 Sep 2017","0.0088"
"2017-09-27","27 Sep 2017","0.0118"
"2017-09-28","28 Sep 2017","0.0093"
"2017-09-29","29 Sep 2017","0.0075"
"2017-10-02","02 Oct 2017","0.0085"
"2017-10-03","03 Oct 2017","0.0079"
"2017-10-04","04 Oct 2017","0.0102"
"2017-10-05","05 Oct 2017","0.0101"
"2017-10-06","06 Oct 2017","0.0132"
"2017-10-09","09 Oct 2017","0.0136"
"2017-10-10","10 Oct 2017","0.0128"
"2017-10-11","11 Oct 2017","0.0134"
"2017-10-12","12 Oct 2017","0.0158"
"2017-10-13","13 Oct 2017","0.0144"
"2017-10-16","16 Oct 2017","0.0142"
"2017-10-17","17 Oct 2017","0.0153"
"2017-10-18","18 Oct 2017","0.0141"
"2017-10-19","19 Oct 2017","0.0147"
"2017-10-20","20 Oct 2017","0.0177"
"2017-10-23","23 Oct 2017","0.0181"
"2017-10-24","24 Oct 2017","0.0162"
"2017-10-25","25 Oct 2017","0.0181"
"2017-10-26","26 Oct 2017","0.0187"
"2017-10-27","27 Oct 2017","0.0186"
"2017-10-30","30 Oct 2017","0.0206"
"2017-10-31","31 Oct 2017","0.0155"
"2017-11-01","01 Nov 2017","0.0124"
"2017-11-02","02 Nov 2017","0.0110"
"2017-11-03","03 Nov 2017","0.0103"
"2017-11-06","06 Nov 2017","0.0110"
"2017-11-07","07 Nov 2017","0.0095"
"2017-11-08","08 Nov 2017","0.0074"
"2017-11-09","09 Nov 2017","0.0085"
"2017-11-10","10 Nov 2017","0.0096"
"2017-11-13","13 Nov 2017","0.0069"
"2017-11-14","14 Nov 2017","0.0081"
"2017-11-15","15 Nov 2017","0.0109"
"2017-11-16","16 Nov 2017","0.0085"
"2017-11-17","17 Nov 2017","0.0085"
"2017-11-20","20 Nov 2017","0.0077"
"2017-11-21","21 Nov 2017","0.0067"
"2017-11-22","22 Nov 2017","0.0115"
"2017-11-23","23 Nov 2017","0.0113"
"2017-11-24","24 Nov 2017","0.0128"
"2017-11-27","27 Nov 2017","0.0139"
"2017-11-28","28 Nov 2017","0.0147"
"2017-11-29","29 Nov 2017","0.0164"
"2017-11-30","30 Nov 2017","0.0199"
"2017-12-01","01 Dec 2017","0.0210"
"2017-12-04","04 Dec 2017","0.0211"
"2017-12-05","05 Dec 2017","0.0206"
"2017-12-06","06 Dec 2017","0.0181"
"2017-12-07","07 Dec 2017","0.0189"
"2017-12-08","08 Dec 2017","0.0199"
"2017-12-11","11 Dec 2017","0.0142"
"2017-12-12","12 Dec 2017","0.0193"
"2017-12-13","13 Dec 2017","0.0266"
"2017-12-14","14 Dec 2017","0.0250"
"2017-12-15","15 Dec 2017","0.0222"
"2017-12-18","18 Dec 2017","0.0180"
"2017-12-19","19 Dec 2017","0.0246"
"2017-12-20","20 Dec 2017","0.0247"
"2017-12-21","21 Dec 2017","0.0183"
"2017-12-22","22 Dec 2017","0.0163"
"2017-12-25","25 Dec 2017","0.0143"
"2017-12-26","26 Dec 2017","0.0092"
"2017-12-27","27 Dec 2017","0.0109"
"2017-12-28","28 Dec 2017","0.0108"
"2017-12-29","29 Dec 2017","0.0141"
"2018-01-01","01 Jan 2018","0.0130"
"2018-01-02","02 Jan 2018","0.0145"
"2018-01-03","03 Jan 2018","0.0141"
"2018-01-04","04 Jan 2018","0.0143"
"2018-01-05","05 Jan 2018","0.0121"
"2018-01-08","08 Jan 2018","0.0097"
"2018-01-09","09 Jan 2018","0.0118"
"2018-01-10","10 Jan 2018","0.0168"
"2018-01-11","11 Jan 2018","0.0151"
"2018-01-12","12 Jan 2018","0.0183"
"2018-01-15","15 Jan 2018","0.0199"
"2018-01-16","16 Jan 2018","0.0150"
"2018-01-17","17 Jan 2018","0.0170"
"2018-01-18","18 Jan 2018","0.0165"
"2018-01-19","19 Jan 2018","0.0145"
"2018-01-22","22 Jan 2018","0.0163"
"2018-01-23","23 Jan 2018","0.0184"
"2018-01-24","24 Jan 2018","0.0213"
"2018-01-25","25 Jan 2018","0.0211"
"2018-01-26","26 Jan 2018","0.0239"
"2018-01-29","29 Jan 2018","0.0270"
"2018-01-30","30 Jan 2018","0.0364"
"2018-01-31","31 Jan 2018","0.0291"
"2018-02-01","01 Feb 2018","0.0299"
"2018-02-02","02 Feb 2018","0.0631"
"2018-02-05","05 Feb 2018","0.0996"
"2018-02-06","06 Feb 2018","0.0824"
"2018-02-07","07 Feb 2018","0.0755"
"2018-02-08","08 Feb 2018","0.0834"
"2018-02-09","09 Feb 2018","0.0679"
"2018-02-12","12 Feb 2018","0.0532"
"2018-02-13","13 Feb 2018","0.0467"
"2018-02-14","14 Feb 2018","0.0444"
"2018-02-15","15 Feb 2018","0.0363"
"2018-02-16","16 Feb 2018","0.0311"
"2018-02-19","19 Feb 2018","0.0258"
"2018-02-20","20 Feb 2018","0.0264"
"2018-02-21","21 Feb 2018","0.0251"
"2018-02-22","22 Feb 2018","0.0245"
"2018-02-23","23 Feb 2018","0.0206"
"2018-02-26","26 Feb 2018","0.0164"
"2018-02-27","27 Feb 2018","0.0162"
"2018-02-28","28 Feb 2018","0.0162"
"2018-03-01","01 Mar 2018","0.0166"
"2018-03-02","02 Mar 2018","0.0151"
"2018-03-05","05 Mar 2018","0.0109"
"2018-03-06","06 Mar 2018","0.0112"
"2018-03-07","07 Mar 2018","0.0089"
"2018-03-08","08 Mar 2018","0.0076"
"2018-03-09","09 Mar 2018","0.0056"
"2018-03-12","12 Mar 2018","0.0047"
"2018-03-13","13 Mar 2018","0.0045"
"2018-03-14","14 Mar 2018","0.0045"
"2018-03-15","15 Mar 2018","0.0043"
"2018-03-16","16 Mar 2018","0.0050"
"2018-03-19","19 Mar 2018","0.0053"
"2018-03-20","20 Mar 2018","0.0053"
"2018-03-21","21 Mar 2018","0.0058"
"2018-03-22","22 Mar 2018","0.0156"
"2018-03-23","23 Mar 2018","0.0247"
"2018-03-26","26 Mar 2018","0.0214"
"2018-03-27","27 Mar 2018","0.0248"
"2018-03-28","28 Mar 2018","0.0326"
"2018-03-29","29 Mar 2018","0.0314"
"2018-03-30","30 Mar 2018","0.0297"
"2018-04-02","02 Apr 2018","0.0318"
"2018-04-03","03 Apr 2018","0.0320"
"2018-04-04","04 Apr 2018","0.0291"
"2018-04-05","05 Apr 2018","0.0234"
"2018-04-06","06 Apr 2018","0.0280"
"2018-04-09","09 Apr 2018","0.0256"
"2018-04-10","10 Apr 2018","0.0236"
"2018-04-11","11 Apr 2018","0.0240"
"2018-04-12","12 Apr 2018","0.0202"
"2018-04-13","13 Apr 2018","0.0204"
"2018-04-16","16 Apr 2018","0.0192"
"2018-04-17","17 Apr 2018","0.0173"
"2018-04-18","18 Apr 2018","0.0166"
"2018-04-19","19 Apr 2018","0.0159"
"2018-04-20","20 Apr 2018","0.0136"
"2018-04-23","23 Apr 2018","0.0115"
"2018-04-24","24 Apr 2018","0.0106"
"2018-04-25","25 Apr 2018","0.0091"
"2018-04-26","26 Apr 2018","0.0079"
"2018-04-27","27 Apr 2018","0.0071"
"2018-04-30","30 Apr 2018","0.0063"
"2018-05-01","01 May 2018","0.0067"
"2018-05-02","02 May 2018","0.0075"
"2018-05-03","03 May 2018","0.0073"
"2018-05-04","04 May 2018","0.0066"
"2018-05-07","07 May 2018","0.0061"
"2018-05-08","08 May 2018","0.0064"
"2018-05-09","09 May 2018","0.0053"
"2018-05-10","10 May 2018","0.0054"
"2018-05-11","11 May 2018","0.0068"
"2018-05-14","14 May 2018","0.0075"
"2018-05-15","15 May 2018","0.0104"
"2018-05-16","16 May 2018","0.0110"
"2018-05-17","17 May 2018","0.0107"
"2018-05-18","18 May 2018","0.0114"
"2018-05-21","21 May 2018","0.0106"
"2018-05-22","22 May 2018","0.0104"
"2018-05-23","23 May 2018","0.0146"
"2018-05-24","24 May 2018","0.0170"
"2018-05-25","25 May 2018","0.0170"
"2018-05-28","28 May 2018","0.0139"
"2018-05-29","29 May 2018","0.0434"
"2018-05-30","30 May 2018","0.0395"
"2018-05-31","31 May 2018","0.0376"
"2018-06-01","01 Jun 2018","0.0369"
"2018-06-04","04 Jun 2018","0.0307"
"2018-06-05","05 Jun 2018","0.0272"
"2018-06-06","06 Jun 2018","0.0292"
"2018-06-07","07 Jun 2018","0.0264"
"2018-06-08","08 Jun 2018","0.0250"
"2018-06-11","11 Jun 2018","0.0263"
"2018-06-12","12 Jun 2018","0.0280"
"2018-06-13","13 Jun 2018","0.0292"
"2018-06-14","14 Jun 2018","0.0331"
"2018-06-15","15 Jun 2018","0.0316"
"2018-06-18","18 Jun 2018","0.0290"
"2018-06-19","19 Jun 2018","0.0302"
"2018-06-20","20 Jun 2018","0.0268"
"2018-06-21","21 Jun 2018","0.0287"
"2018-06-22","22 Jun 2018","0.0262"
"2018-06-25","25 Jun 2018","0.0356"
"2018-06-26","26 Jun 2018","0.0292"
"2018-06-27","27 Jun 2018","0.0331"
"2018-06-28","28 Jun 2018","0.0288"
"2018-06-29","29 Jun 2018","0.0226"
"2018-07-02","02 Jul 2018","0.0170"
"2018-07-03","03 Jul 2018","0.0158"
"2018-07-04","04 Jul 2018","0.0121"
"2018-07-05","05 Jul 2018","0.0116"
"2018-07-06","06 Jul 2018","0.0119"
"2018-07-09","09 Jul 2018","0.0169"
"2018-07-10","10 Jul 2018","0.0169"
"2018-07-11","11 Jul 2018","0.0225"
"2018-07-12","12 Jul 2018","0.0226"
"2018-07-13","13 Jul 2018","0.0208"
"2018-07-16","16 Jul 2018","0.0238"
"2018-07-17","17 Jul 2018","0.0231"
"2018-07-18","18 Jul 2018","0.0330"
